순번,행정구역(구),행정구역(동),행정구역(리),지번,교차로,신호등존재유무,가로길이,세로길이,면적,경도,위도,
2042,기장군,정관읍,모전리,792,정관신도시(#10),유,8,27,161,129.1657093,35.33397232,정관신도시(#10)
2043,기장군,정관읍,모전리,741-5,정관신도시(#10),유,7,25,129,129.1659406,35.33390644,정관신도시(#10)
2044,기장군,정관읍,모전리,792,정관신도시(#10),유,7,23,116,129.1655635,35.3337929,정관신도시(#10)
2045,기장군,정관읍,모전리,792,정관신도시(#10),유,7,31,164,129.1658132,35.33372291,정관신도시(#10)
2041,기장군,정관읍,용수리,586,정관신도시(#13),유,9,23,195,129.1634135,35.33032613,정관신도시(#13)
2039,기장군,정관읍,용수리,산120,정관신도시(#14),유,8,28,210,129.1647317,35.32802493,정관신도시(#14)
2040,기장군,정관읍,용수리,산120,정관신도시(#14),유,8,27,220,129.164905,35.32776454,정관신도시(#14)
2035,기장군,정관읍,용수리,1380,정관신도시(#15),유,7,26,148,129.1680116,35.32949206,정관신도시(#15)
2036,기장군,정관읍,용수리,1380,정관신도시(#15),유,6,19,106,129.1678803,35.32928632,정관신도시(#15)
2037,기장군,정관읍,용수리,1380,정관신도시(#15),유,7,29,149,129.1681155,35.32925083,정관신도시(#15)
2038,기장군,정관읍,용수리,1380,정관신도시(#15),유,7,21,114,129.1682492,35.3294533,정관신도시(#15)
2032,기장군,정관읍,용수리,1389,정관신도시(#16),유,9,29,224,129.1670028,35.32474199,정관신도시(#16)
2033,기장군,정관읍,용수리,1389,정관신도시(#16),유,7,17,91,129.1672883,35.32471081,정관신도시(#16)
2034,기장군,정관읍,용수리,1389,정관신도시(#16),유,9,29,225,129.1671588,35.32450783,정관신도시(#16)
2028,기장군,정관읍,용수리,1328-7,정관신도시(#17),유,7,25,156,129.1703173,35.32594092,정관신도시(#17)
2029,기장군,정관읍,용수리,1350,정관신도시(#17),유,7,23,130,129.1700948,35.32597605,정관신도시(#17)
2030,기장군,정관읍,용수리,1328-7,정관신도시(#17),유,7,20,114,129.1704257,35.32610702,정관신도시(#17)
2031,기장군,정관읍,용수리,1329-1,정관신도시(#17),유,7,27,157,129.1702002,35.32614708,정관신도시(#17)
2027,기장군,정관읍,매학리,397-14,정관신도시(#18),유,8,23,182,129.1692676,35.32201466,정관신도시(#18)
2025,기장군,정관읍,용수리,1334,정관신도시(#19),유,6,17,102,129.1729044,35.32294196,정관신도시(#19)
2026,기장군,정관읍,용수리,1334,정관신도시(#19),유,6,17,100,129.1727642,35.32304817,정관신도시(#19)
2057,기장군,정관읍,모전리,711,정관신도시(#2),유,9,30,231,129.1601408,35.34246949,정관신도시(#2)
2058,기장군,정관읍,모전리,711,정관신도시(#2),유,7,21,101,129.1603762,35.34239364,정관신도시(#2)
2059,기장군,정관읍,모전리,711,정관신도시(#2),유,9,29,225,129.160244,35.3422188,정관신도시(#2)
2060,기장군,정관읍,모전리,711,정관신도시(#2),유,5,15,49,129.1600136,35.34228989,정관신도시(#2)
2023,기장군,정관읍,매학리,166-9,정관신도시(#20),유,9,29,227,129.1724582,35.31942869,정관신도시(#20)
2024,기장군,정관읍,매학리,166-9,정관신도시(#20),유,9,31,221,129.1726493,35.31927197,정관신도시(#20)
2019,기장군,정관읍,매학리,731,정관신도시(#21),유,7,26,160,129.1747567,35.3218852,정관신도시(#21)
2020,기장군,정관읍,매학리,731,정관신도시(#21),유,9,21,150,129.1748299,35.32166038,정관신도시(#21)
2021,기장군,정관읍,매학리,731,정관신도시(#21),유,9,27,204,129.1751268,35.32175736,정관신도시(#21)
2022,기장군,정관읍,매학리,731,정관신도시(#21),유,7,21,117,129.1750432,35.3219694,정관신도시(#21)
2016,기장군,정관읍,달산리,1037-1,정관신도시(#22),유,8,25,168,129.1764734,35.31734399,정관신도시(#22)
2017,기장군,정관읍,달산리,1037-1,정관신도시(#22),유,7,20,135,129.1768824,35.3172601,정관신도시(#22)
2018,기장군,정관읍,달산리,1037-1,정관신도시(#22),유,6,25,152,129.1767605,35.31745194,정관신도시(#22)
2012,기장군,정관읍,달산리,986-3,정관신도시(#23),유,9,27,202,129.1776939,35.31916981,정관신도시(#23)
2013,기장군,정관읍,달산리,986-5,정관신도시(#23),유,8,18,113,129.1779922,35.3192513,정관신도시(#23)
2014,기장군,정관읍,달산리,986-4,정관신도시(#23),유,9,36,257,129.1778142,35.3194397,정관신도시(#23)
2015,기장군,정관읍,달산리,986-2,정관신도시(#23),유,9,19,123,129.1775293,35.31939481,정관신도시(#23)
2008,기장군,정관읍,매학리,717-4,정관신도시(#24),유,10,34,230,129.1786394,35.32047741,정관신도시(#24)
2009,기장군,정관읍,매학리,717-3,정관신도시(#24),유,12,30,264,129.1785116,35.32070826,정관신도시(#24)
2010,기장군,정관읍,매학리,717-3,정관신도시(#24),유,9,27,203,129.1781798,35.32063544,정관신도시(#24)
2011,기장군,정관읍,매학리,717-4,정관신도시(#24),유,9,35,261,129.1783402,35.32036463,정관신도시(#24)
2004,기장군,정관읍,매학리,780,정관신도시(#25),유,7,28,161,129.1811741,35.31972917,정관신도시(#25)
2005,기장군,정관읍,매학리,780,정관신도시(#25),유,7,20,97,129.1810959,35.31989866,정관신도시(#25)
2006,기장군,정관읍,매학리,780,정관신도시(#25),유,7,18,96,129.1809151,35.3195766,정관신도시(#25)
2007,기장군,정관읍,매학리,780,정관신도시(#25),유,9,30,219,129.1808768,35.31975989,정관신도시(#25)
2000,기장군,정관읍,달산리,799,정관신도시(#26),유,7,21,117,129.1840522,35.31961892,정관신도시(#26)
2001,기장군,정관읍,달산리,799,정관신도시(#26),유,7,28,150,129.1838741,35.31945232,정관신도시(#26)
2002,기장군,정관읍,달산리,799,정관신도시(#26),유,7,31,168,129.1842088,35.31944703,정관신도시(#26)
2003,기장군,정관읍,달산리,799,정관신도시(#26),유,7,21,120,129.1840582,35.31927468,정관신도시(#26)
1996,기장군,정관읍,달산리,259-13,정관신도시(#28),유,8,18,115,129.1847641,35.32244785,정관신도시(#28)
1997,기장군,정관읍,달산리,259-13,정관신도시(#28),유,9,16,92,129.1848632,35.32231771,정관신도시(#28)
1998,기장군,정관읍,달산리,259-6,정관신도시(#28),유,5,12,54,129.1845923,35.32239804,정관신도시(#28)
1999,기장군,정관읍,달산리,259-13,정관신도시(#28),유,7,20,107,129.1847238,35.32222375,정관신도시(#28)
1994,기장군,정관읍,방곡리,295,정관신도시(#29),유,6,15,90,129.185262,35.32375882,정관신도시(#29)
1995,기장군,정관읍,방곡리,295,정관신도시(#29),유,8,24,118,129.1850143,35.32365917,정관신도시(#29)
2056,기장군,정관읍,모전리,711,정관신도시(#3),유,8,25,193,129.1611756,35.34000931,정관신도시(#3)
1990,기장군,정관읍,달산리,1226,정관신도시(#32),유,9,30,204,129.1890564,35.32085596,정관신도시(#32)
1991,기장군,정관읍,달산리,1221-5,정관신도시(#32),유,7,17,76,129.188839,35.32089621,정관신도시(#32)
1992,기장군,정관읍,달산리,1221-5,정관신도시(#32),유,9,27,198,129.1888673,35.32073852,정관신도시(#32)
1993,기장군,정관읍,달산리,1226,정관신도시(#32),유,7,13,66,129.1891089,35.32068662,정관신도시(#32)
1986,기장군,정관읍,달산리,1231,정관신도시(#33),유,7,25,125,129.1916537,35.32003673,정관신도시(#33)
1987,기장군,정관읍,달산리,1231,정관신도시(#33),유,8,21,87,129.1913704,35.32029764,정관신도시(#33)
1988,기장군,정관읍,달산리,1231,정관신도시(#33),유,6,20,115,129.1915225,35.32037097,정관신도시(#33)
1989,기장군,정관읍,달산리,1231,정관신도시(#33),유,6,13,73,129.1918032,35.32011724,정관신도시(#33)
1981,기장군,정관읍,예림리,404,정관신도시(#34),유,9,22,148,129.1911945,35.32149276,정관신도시(#34)
1982,기장군,정관읍,예림리,404,정관신도시(#34),유,9,28,205,129.1910187,35.32161879,정관신도시(#34)
1983,기장군,정관읍,예림리,404,정관신도시(#34),유,13,23,211,129.1912827,35.3216831,정관신도시(#34)
1984,기장군,정관읍,예림리,404,정관신도시(#34),유,11,19,159,129.1911154,35.32180355,정관신도시(#34)
1985,기장군,정관읍,예림리,산97-3,정관신도시(#34),유,9,16,136,129.1924299,35.32202072,정관신도시(#34)
1980,기장군,정관읍,예림리,148-11,정관신도시(#35),유,8,16,137,129.1938267,35.3224279,정관신도시(#35)
1979,기장군,정관읍,예림리,1028-2,정관신도시(#36),유,7,18,111,129.1965059,35.323202,정관신도시(#36)
1977,기장군,정관읍,방곡리,404,정관신도시(#42),유,6,18,103,129.1891259,35.32462985,정관신도시(#42)
1978,기장군,정관읍,방곡리,404,정관신도시(#42),유,7,18,105,129.1888605,35.32462831,정관신도시(#42)
1976,기장군,정관읍,방곡리,404,정관신도시(#43),유,7,13,84,129.1906627,35.32332911,정관신도시(#43)
2053,기장군,정관읍,모전리,715,정관신도시(#5),유,8,29,225,129.1612928,35.33730739,정관신도시(#5)
2054,기장군,정관읍,모전리,715,정관신도시(#5),유,6,18,99,129.1615136,35.33716726,정관신도시(#5)
2055,기장군,정관읍,모전리,715,정관신도시(#5),유,9,28,229,129.1612804,35.33698836,정관신도시(#5)
2051,기장군,정관읍,모전리,721,정관신도시(#6),유,6,19,104,129.16264,35.3371597,정관신도시(#6)
2052,기장군,정관읍,모전리,721,정관신도시(#6),유,7,18,103,129.1629323,35.33713521,정관신도시(#6)
2049,기장군,정관읍,모전리,730,정관신도시(#8),유,7,23,130,129.1650643,35.33527599,정관신도시(#8)
2050,기장군,정관읍,모전리,730,정관신도시(#8),유,7,21,127,129.1651391,35.33509858,정관신도시(#8)
2046,기장군,정관읍,모전리,788,정관신도시(#9),유,8,23,195,129.1616117,35.33412208,정관신도시(#9)
2047,기장군,정관읍,모전리,산88-7,정관신도시(#9),유,8,28,218,129.1622495,35.33282173,정관신도시(#9)
2048,기장군,정관읍,모전리,산88-7,정관신도시(#9),유,8,29,217,129.1623878,35.33251942,정관신도시(#9)
2091,기장군,정관읍,달산리,799,정관신도시(A-19BL),유,6,14,86,129.1841431,35.31868499,정관신도시(A-19BL)
2080,기장군,정관읍,방곡리,141,정관신도시1지점,유,8,18,140,129.1805872,35.3249576,정관신도시1지점
2081,기장군,정관읍,매학리,141,정관신도시1지점,유,9,28,212,129.1807402,35.32467068,정관신도시1지점
2082,기장군,정관읍,매학리,141,정관신도시1지점,유,7,23,132,129.1809611,35.32473276,정관신도시1지점
2083,기장군,정관읍,방곡리,141,정관신도시1지점,유,8,28,194,129.1808644,35.32498192,정관신도시1지점
2076,기장군,정관읍,매학리,731,정관신도시2지점,유,8,33,244,129.179371,35.32220224,정관신도시2지점
2077,기장군,정관읍,매학리,731,정관신도시2지점,유,7,13,73,129.179218,35.32238457,정관신도시2지점
2078,기장군,정관읍,매학리,731,정관신도시2지점,유,9,32,209,129.179454,35.32238895,정관신도시2지점
2079,기장군,정관읍,매학리,731,정관신도시2지점,유,7,10,57,129.1796832,35.32222224,정관신도시2지점
2069,기장군,정관읍,용수리,203-2,정관신도시4지점,유,10,24,188,129.1777733,35.32622793,정관신도시4지점
2070,기장군,정관읍,용수리,1306,정관신도시4지점,유,6,17,97,129.1777942,35.32602537,정관신도시4지점
2071,기장군,정관읍,용수리,1306,정관신도시4지점,유,8,22,145,129.1780173,35.32612237,정관신도시4지점
2072,기장군,정관읍,용수리,1306,정관신도시4지점,유,6,18,110,129.1779707,35.32631969,정관신도시4지점
2066,기장군,정관읍,매학리,731,정관신도시5지점,유,6,12,73,129.1761894,35.32366794,정관신도시5지점
2067,기장군,정관읍,매학리,731,정관신도시5지점,유,6,9,57,129.1763562,35.32369456,정관신도시5지점
2068,기장군,정관읍,매학리,731,정관신도시5지점,유,7,13,77,129.176282,35.32381084,정관신도시5지점
1948,기장군,정관읍,월평리,321-9,정관월평사거리,유,4,11,37,129.1404238,35.35798761,정관월평사거리
1949,기장군,정관읍,월평리,140-48,정관월평사거리,유,8,25,200,129.1403265,35.35782682,정관월평사거리
1950,기장군,정관읍,월평리,140-48,정관월평사거리,유,10,36,257,129.140599,35.35762309,정관월평사거리
1951,기장군,정관읍,월평리,321-9,정관월평사거리,유,9,23,186,129.1409832,35.35774267,정관월평사거리
1952,기장군,정관읍,월평리,321-9,정관월평사거리,유,8,38,306,129.1408266,35.35796302,정관월평사거리
1833,기장군,정관읍,임곡리,542,정관임곡새마을금고,유,8,25,128,129.1368272,35.35308052,정관임곡새마을금고
1947,기장군,정관읍,임곡리,542,정관임곡새마을금고,유,7,16,100,129.1366405,35.35302021,정관임곡새마을금고
1975,기장군,정관읍,달산리,1249,정관주공 APT606동,유,6,17,102,129.1870486,35.31967495,정관주공 APT606동
1834,기장군,정관읍,용수리,604-20,정관평전마을,유,6,9,56,129.171587,35.33069397,정관평전마을
1378,부산진구,연지동,,478,정묘사앞삼거리,유,8,30,243,129.0613164,35.17418195,정묘사앞삼거리
2610,연제구,거제동,,1312-4,정부기록보관소입구,유,9,30,243,129.0564138,35.18746108,정부기록보관소입구
3301,금정구,구서동,,1006-1,정원빌라,유,7,14,85,129.0862939,35.26241636,정원빌라
3287,금정구,장전동,,116-23,제일김약국,유,7,9,55,129.0864384,35.23981722,제일김약국
3761,중구,남포동6가,,90,제일로타리,유,7,11,73,129.0281864,35.09789106,제일로타리
3778,중구,남포동6가,,30317,제일로타리,유,9,26,212,129.0283399,35.09775977,제일로타리
3779,중구,남포동5가,,89,제일로타리,유,8,25,205,129.0293497,35.09800105,제일로타리
1478,부산진구,전포동,,575,제일제당,유,6,15,85,129.0624688,35.15041015,제일제당
1479,부산진구,전포동,,575,제일제당,유,6,16,92,129.0625994,35.15056318,제일제당
625,북구,구포동,,623,제일탕,유,12,7,74,129.0052251,35.20707979,제일탕
712,북구,구포동,,610-10,제일탕,유,8,21,168,129.0049242,35.20734053,제일탕
713,북구,덕천동,,596-20,제일탕,유,9,21,174,129.0053135,35.20895618,제일탕
736,북구,금곡동,,1655-2,조달청부산지청,유,13,19,152,129.0105904,35.2529232,조달청부산지청
1562,영도구,동삼동,,478-1,조양맨션 (조양비취맨션),유,8,16,134,129.0710636,35.07209622,조양맨션 (조양비취맨션)
1026,동래구,명장동,,21732,조양맨션(세신실업),유,6,19,109,129.1015468,35.20464862,조양맨션(세신실업)
1176,동래구,명장동,,59-13,조양맨션(세신실업),유,14,6,89,129.1013318,35.20453555,조양맨션(세신실업)
3436,사하구,장림동,,317-29,조흥은행(장림지점),유,6,17,117,128.9727131,35.08074531,조흥은행(장림지점)
3438,사하구,장림동,,317-29,조흥은행(장림지점),유,7,14,85,128.972694,35.08055823,조흥은행(장림지점)
3504,사하구,장림동,,317-29,조흥은행(장림지점),유,6,11,68,128.972843,35.08065638,조흥은행(장림지점)
35,해운대구,좌동,,1313,좌동버스종점(24),유,5,11,41,129.1783778,35.17373794,좌동버스종점(24)
42,해운대구,좌동,,1313,좌동버스종점(24),유,7,23,131,129.177984,35.17391001,좌동버스종점(24)
383,해운대구,좌동,,1313,좌동버스종점(24),유,8,26,211,129.1778156,35.17363843,좌동버스종점(24)
181,해운대구,좌동,,1461-6,좌동사무소입구(23),유,7,12,90,129.1758617,35.17298029,좌동사무소입구(23)
182,해운대구,좌동,,1470,좌동사무소입구(23),유,8,12,101,129.1761179,35.1726139,좌동사무소입구(23)
384,해운대구,좌동,,1470,좌동사무소입구(23),유,11,22,246,129.175777,35.17271403,좌동사무소입구(23)
385,해운대구,좌동,,1461-3,좌동사무소입구(23),유,8,23,187,129.1761851,35.17290013,좌동사무소입구(23)
386,해운대구,좌동,,395-3,좌동사무소입구(23),유,8,23,188,129.1769844,35.1732669,좌동사무소입구(23)
103,해운대구,중동,,1314-7,좌동지하차도,유,6,20,122,129.1687269,35.16668533,좌동지하차도
330,해운대구,중동,,1310-18,좌동지하차도,유,4,17,72,129.1675524,35.16718716,좌동지하차도
331,해운대구,중동,,1766-2,좌동지하차도,유,7,19,110,129.1683327,35.16607646,좌동지하차도
27,해운대구,좌동,,1299,좌동초교(35),유,12,6,77,129.1759312,35.17615191,좌동초교(35)
190,해운대구,좌동,,1287,좌동초교(대림2차B상가),유,8,4,33,129.1743514,35.17654785,좌동초교(대림2차B상가)
376,해운대구,좌동,,1421-1,좌산지하도(26)(26-1)직결,유,9,22,188,129.1827872,35.17597807,좌산지하도(26)(26-1)직결
377,해운대구,좌동,,1421-1,좌산지하도(26)(26-1)직결,유,8,23,183,129.1831788,35.17592084,좌산지하도(26)(26-1)직결
378,해운대구,좌동,,193-2,좌산지하도(26)(26-1)직결,유,15,29,224,129.1832489,35.17615082,좌산지하도(26)(26-1)직결
409,해운대구,좌동,,1318,좌산초교입구(9),유,5,18,77,129.1828269,35.16819815,좌산초교입구(9)
410,해운대구,좌동,,1439,좌산초교입구(9),유,6,20,124,129.182921,35.16920756,좌산초교입구(9)
2482,수영구,망미동,,207-5,좌수영교(한성기린아파트),유,6,25,142,129.1190909,35.17473903,좌수영교(한성기린아파트)
2483,해운대구,재송동,,1005-75,좌수영교(한성기린아파트),유,13,27,179,129.119959,35.17428502,좌수영교(한성기린아파트)
1689,동구,좌천동,,1071-3,좌천로타리,유,8,23,188,129.0535489,35.13298287,좌천로타리
1684,동구,좌천동,,362-1,좌천삼익가구,유,6,27,169,129.0548963,35.13483993,좌천삼익가구
1936,기장군,일광면,원리,134-5,좌천원당마을 입구,유,11,20,128,129.2404887,35.30579489,좌천원당마을 입구
2282,사상구,감전동,,1265-4,주감여중,유,9,22,188,128.9952443,35.15554413,주감여중
2330,사상구,주례동,,331,주감초교,유,6,22,135,129.0037141,35.15269275,주감초교
2189,사상구,주례동,,286,주감초등학교,유,6,6,36,129.0015639,35.1534051,주감초등학교
1775,서구,남부민동,,647-16,㈜동남,유,9,16,133,129.0241787,35.09073187,㈜동남
2270,사상구,주례동,,692-26,주례1동굴다리,유,7,13,86,128.9961366,35.15211215,주례1동굴다리
2316,사상구,주례동,,824-8,주례1동사무소,유,6,14,86,128.9979528,35.15126412,주례1동사무소
2386,사상구,주례동,,1257-3,주례로타리,유,6,13,81,128.9995437,35.15055998,주례로타리
2387,사상구,주례동,,1257-3,주례로타리,유,6,18,101,129.0001172,35.15003434,주례로타리
2388,사상구,주례동,,1257-3,주례로타리,유,8,31,259,129.0002568,35.15025436,주례로타리
2389,사상구,주례동,,1257-3,주례로타리,유,9,21,156,129.0002471,35.15053662,주례로타리
2180,사상구,주례동,,219,주례반도아파트,유,6,12,76,129.0111758,35.15302008,주례반도아파트
2195,사상구,주례동,,201-2,주례여중,유,10,24,105,129.0059653,35.15053236,주례여중
2214,사상구,주례동,,122,주례조양맨션,유,3,20,61,129.0060963,35.14899698,주례조양맨션
2364,사상구,주례동,,1262,주례탕,유,7,19,130,128.9995541,35.14852052,주례탕
2365,사상구,주례동,,1262,주례탕,유,7,23,140,128.9998011,35.14837442,주례탕
2366,사상구,주례동,,1262,주례탕,유,6,16,98,128.9998827,35.14851528,주례탕
3442,사하구,구평동,,429,㈜모든앞,유,8,21,177,128.9904284,35.06664507,㈜모든앞
3443,사하구,구평동,,429,㈜모든앞,유,7,14,95,128.9906688,35.06681663,㈜모든앞
3612,사하구,구평동,,468-15,㈜모든앞,유,8,20,170,128.9904315,35.06656237,㈜모든앞
3613,사하구,구평동,,429,㈜모든앞,유,9,21,181,128.9904288,35.06698705,㈜모든앞
1281,부산진구,개금동,,633-197,주원초교,유,4,15,63,129.0199202,35.14700298,주원초교
3576,사하구,구평동,,178-7,㈜원형조선,유,7,20,138,128.9903289,35.07892332,㈜원형조선
2613,연제구,거제동,,1191-3,㈜청우공업,유,8,37,311,129.0650664,35.19044128,㈜청우공업
2614,연제구,거제동,,1434-8,㈜청우공업,유,9,23,199,129.0651765,35.19074845,㈜청우공업
1116,동래구,사직동,,18568,주택은행(동래농협),유,7,10,62,129.0619145,35.19871717,주택은행(동래농협)
2975,강서구,죽동동,,1096-8,죽림LPG가스충전소,유,6,17,102,128.8927533,35.20170373,죽림LPG가스충전소
2976,강서구,죽동동,,1096-8,죽림LPG가스충전소,유,11,16,101,128.8928514,35.20143444,죽림LPG가스충전소
2977,강서구,죽동동,,1096-8,죽림LPG가스충전소,유,7,14,86,128.8929579,35.20159776,죽림LPG가스충전소
1859,기장군,기장읍,청강리,45701,죽성사거리,유,6,13,78,129.2200807,35.24103385,죽성사거리
2138,기장군,기장읍,청강리,45701,죽성사거리,유,6,25,147,129.2203877,35.2409244,죽성사거리
2139,기장군,기장읍,청강리,45701,죽성사거리,유,9,24,216,129.2204188,35.24189544,죽성사거리
3758,중구,보수동1가,,72-309,중구사회복지관앞,유,6,8,50,129.0286727,35.10582227,중구사회복지관앞
3753,중구,동광동5가,,46011,중구청앞,유,9,12,105,129.0324857,35.10684394,중구청앞
416,해운대구,중동,,808-3,중동소방파출소(2),유,7,23,92,129.1731064,35.16176779,중동소방파출소(2)
417,해운대구,중동,,784-10,중동소방파출소(2),유,11,20,131,129.1737861,35.16173692,중동소방파출소(2)
1608,영도구,동삼동,,436-4,중리초교,유,6,8,45,129.071687,35.07383018,중리초교
1605,영도구,동삼동,,436,중리초교입구사거리,유,7,13,92,129.072412,35.07288423,중리초교입구사거리
1606,영도구,동삼동,,436-18,중리초교입구사거리,유,6,12,72,129.0723767,35.07271168,중리초교입구사거리
1607,영도구,동삼동,,454-11,중리초교입구사거리,유,6,9,57,129.0722607,35.07292393,중리초교입구사거리
2897,강서구,대저2동,,201-80,중문(공항외각도로),유,9,3,34,128.9350856,35.17180413,중문(공항외각도로)
3777,중구,중앙동4가,,18264,중부서,유,8,27,218,129.0363032,35.10742312,중부서
1573,영도구,대교동1가,,130-4,중소기업은행,유,4,10,34,129.0384201,35.09279023,중소기업은행
1592,영도구,대교동1가,,139-1,중소기업은행,유,6,13,81,129.038217,35.09253862,중소기업은행
1636,영도구,대교동1가,,139-1,중소기업은행,유,8,18,142,129.0381327,35.09275928,중소기업은행
1637,영도구,대교동1가,,143,중소기업은행,유,9,16,140,129.0384844,35.09263717,중소기업은행
1700,중구,중앙동4가,,33025,중앙부두,유,8,40,327,129.0416564,35.11097335,중앙부두
3035,강서구,대저1동,,18111,중앙전파관리소,유,7,24,160,128.9777966,35.20606939,중앙전파관리소
1274,부산진구,전포동,,870-1,중앙중학,유,7,14,90,129.0623556,35.15551205,중앙중학
1639,동구,수정동,,1144-11,중앙초교입구,유,6,10,67,129.0433967,35.1236459,중앙초교입구
1673,동구,수정동,,1145-10,중앙초교입구,유,7,10,66,129.0427418,35.12398492,중앙초교입구
3484,사하구,다대동,,1551-31,중현초교앞,유,6,12,71,128.9659361,35.05076562,중현초교앞
3485,사하구,다대동,,1551-31,중현초교앞,유,6,12,70,128.9662354,35.050243,중현초교앞
3486,사하구,다대동,,1551-31,중현초교앞,유,6,12,71,128.9661387,35.04999669,중현초교앞
3488,사하구,다대동,,1551-31,중현초교앞,유,6,12,71,128.9665441,35.05014872,중현초교앞
2900,강서구,명지동,,45708,중흥S클래스 프라디움,유,0,0,0,128.9161706,35.09602008,중흥S클래스 프라디움
3004,강서구,지사동,,1267,지사10지점,유,6,14,82,128.8282724,35.14415619,지사10지점
3003,강서구,지사동,,1329,지사11지점,유,6,14,83,128.8245185,35.14169479,지사11지점
3006,강서구,지사동,,1356,지사12지점,유,6,19,115,128.8093358,35.14942171,지사12지점
2884,강서구,지사동,,1245,지사13지점,유,6,11,57,128.8360828,35.15053446,지사13지점
2885,강서구,지사동,,1245,지사13지점,유,6,9,44,128.8360804,35.15082741,지사13지점
2886,강서구,지사동,,1245,지사13지점,유,6,15,80,128.8362495,35.15068886,지사13지점
2887,강서구,지사동,,1245,지사13지점,유,6,15,80,128.8359259,35.15068882,지사13지점
3005,강서구,지사동,,산139,지사1지점,유,6,19,120,128.8111582,35.14937865,지사1지점
2883,강서구,지사동,,1341,지사2지점,유,6,7,43,128.8194917,35.14978632,지사2지점
3013,강서구,지사동,,1343,지사2지점,유,6,20,118,128.8193325,35.14960152,지사2지점
2888,강서구,지사동,,1236,지사3지점,유,6,9,54,128.8247502,35.14911637,지사3지점
3012,강서구,지사동,,1257,지사3지점,유,6,20,122,128.8245922,35.14891286,지사3지점
2999,강서구,지사동,,1236,지사4지점,유,6,17,103,128.8306802,35.14916837,지사4지점
3000,강서구,지사동,,1236,지사4지점,유,6,22,140,128.830437,35.14890631,지사4지점
3001,강서구,지사동,,1236,지사4지점,유,6,17,104,128.8307086,35.14870733,지사4지점
3002,강서구,지사동,,1236,지사4지점,유,6,26,159,128.8309216,35.14895435,지사4지점
2877,강서구,지사동,,1197-6,지사5지점,유,6,9,56,128.8329234,35.14913607,지사5지점
2878,강서구,지사동,,1198-7,지사5지점,유,6,8,49,128.8329243,35.14873338,지사5지점
3010,강서구,지사동,,1198-3,지사5지점,유,8,23,188,128.832726,35.14894769,지사5지점
3011,강서구,지사동,,1198-3,지사5지점,유,6,22,139,128.8331371,35.14894421,지사5지점
2881,강서구,지사동,,1270,지사6지점,유,6,9,53,128.8360807,35.14873727,지사6지점
2882,강서구,지사동,,1270,지사6지점,유,6,9,53,128.8360864,35.14913907,지사6지점
2997,강서구,지사동,,1270,지사6지점,유,8,27,217,128.8359049,35.14893661,지사6지점
2998,강서구,지사동,,1270,지사6지점,유,8,23,183,128.836273,35.14895074,지사6지점
2891,강서구,지사동,,1183-1,지사7지점,유,6,15,80,128.8346147,35.15068624,지사7지점
2892,강서구,지사동,,1183-1,지사7지점,유,6,14,79,128.8343595,35.15068857,지사7지점
2889,강서구,지사동,,1196-2,지사8지점,유,6,12,70,128.8305114,35.15069673,지사8지점
2890,강서구,지사동,,1197-1,지사8지점,유,6,18,107,128.8309412,35.15068678,지사8지점
3008,강서구,지사동,,1197-1,지사8지점,유,7,21,115,128.8306843,35.15081527,지사8지점
3009,강서구,지사동,,1197-1,지사8지점,유,7,18,102,128.8307186,35.15051707,지사8지점
2879,강서구,지사동,,1267,지사9지점,유,6,8,48,128.8303677,35.14592479,지사9지점
2880,강서구,지사동,,1267,지사9지점,유,6,8,47,128.8300921,35.14612768,지사9지점
3007,강서구,지사동,,1267,지사9지점,유,6,14,78,128.830116,35.14591981,지사9지점
3020,강서구,지사동,,산 273,지사과학산업단지 2지점,유,8,23,188,128.845349,35.1438726,지사과학산업단지 2지점
3021,강서구,생곡동,,1073,지사과학산업단지 진입로,유,8,26,206,128.86098,35.13267649,지사과학산업단지 진입로
3022,강서구,생곡동,,1072,지사과학산업단지 진입로,유,8,28,234,128.8610333,35.13238619,지사과학산업단지 진입로
2431,수영구,민락동,,45770,진로아파트,유,6,29,124,129.1280583,35.15709911,진로아파트
2432,수영구,민락동,,45770,진로아파트,유,6,15,88,129.1275226,35.15705516,진로아파트
2433,수영구,민락동,,12420,진로아파트,유,5,18,63,129.1273403,35.15696375,진로아파트
3059,강서구,명지동,,192-2,진목마을,유,6,27,163,128.9256695,35.11318575,진목마을
3060,강서구,명지동,,30407,진목마을,유,9,27,234,128.9267652,35.1129605,진목마을
2182,사상구,감전동,,953-25,진성철강상사,유,8,17,147,128.9716803,35.14411027,진성철강상사
1450,부산진구,부암동,,228-28,진양로타리,유,6,10,61,129.0494089,35.162565,진양로타리
1451,부산진구,부암동,,234-6,진양로타리,유,4,10,41,129.0493342,35.16182845,진양로타리
1452,부산진구,부암동,,236-14,진양로타리,유,9,51,389,129.0497673,35.16198956,진양로타리
1453,부산진구,부암동,,236-22,진양로타리,유,7,27,176,129.0502141,35.162391,진양로타리
1454,부산진구,부암동,,228-28,진양로타리,유,10,46,374,129.0499106,35.1625193,진양로타리
1503,부산진구,전포동,,339-15,진여중,유,7,35,236,129.0653497,35.15461938,진여중
1504,부산진구,전포동,,870-1,진여중,유,6,39,248,129.0653604,35.15548153,진여중
